STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGB,FRGB_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,FRTH,FRTH_ATTRIBUTES,GAHT,GAHT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,THIC,THIC_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV03,WV03_ATTRIBUTES
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/17/2023,,,,,29,",,W",29.56,",,W",28.61,",,W",34,",,W",16.78,",,W",,,,,,,,,,,,,0.05,",,W,2400",,,74,",,W",57,",,W",89,",,W",0.2,",,W,2400",0,"T,,W,2400",39,"H,,S",,,41,",,W",34,",,W",,,,,260,",,W",250,",,W",,,,,,,,,32,",,W",40.9,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/18/2023,,,,,27,",,W",29.87,",,W",28.88,",,W",34,",,W",13.87,",,W",,,,,,,,,,,,,0.03,",,W,2400",,,63,",,W",50,",,W",85,",,W",0.3,",,W,2400",0,"T,,W,2400",37,"H,,S",,,47,",,W",32,",,W",,,,,270,",,W",280,",,W",,,,,,,,,23,",,W",35.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/19/2023,,,,,33,",,W",30.09,",,W",29.15,",,W",39,",,W",7.16,",,W",,,,,,,,,,,,,0.25,",,W,2400",,,65,",,W",39,",,W",90,",,W",0,",,W,2400",0,",,W,2400",43,"H,,S",,,60,",,W",30,",,W",,,,,120,",,W",120,",,W",,,,,,,,,19.9,",,W",23.9,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/20/2023,,,,,44,",,W",29.96,",,W",29.03,",,W",50,",,W",11.41,",,W",,,,,,,,,,,,,0.06,",,W,2400",,,64,",,W",44,",,W",89,",,W",0,",,W,2400",0,",,W,2400",52,"H,,S",,,72,",,W",42,",,W",,,,,150,",,W",240,",,W",,,,,,,,,21,",,W",28,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/21/2023,,,,,40,",,W",29.9,",,W",28.96,",,W",47,",,W",9.62,",,W",,,,,,,,,,,,,0.04,",,W,2400",,,64,",,W",42,",,W",86,",,W",0,",,W,2400",0,",,W,2400",56,"H,,S",,,64,",,W",46,",,W",,,,,270,",,W",270,",,W",,,,,,,,,25.1,",,W",32,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/22/2023,,,,,36,",,W",29.82,",,W",28.87,",,W",41,",,W",8.95,",,W",,,,,,,,,,,,,0.17,",,W,2400",,,72,",,W",50,",,W",86,",,W",0,",,W,2400",0,",,W,2400",47,"H,,S",,,51,",,W",36,",,W",,,,,270,",,W",260,",,W",,,,,,,,,28,",,W",35.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/23/2023,,,,,28,",,W",30.02,",,W",29.03,",,W",35,",,W",10.29,",,W",,,,,,,,,,,,,0,",,W,2400",,,64,",,W",44,",,W",89,",,W",0,",,W,2400",0,",,W,2400",40,"H,,S",,,46,",,W",33,",,W",,,,,280,",,W",280,",,W",,,,,,,,,19.9,",,W",27.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/24/2023,,,,,26,",,W",30.16,",,W",29.2,",,W",35,",,W",5.82,",,W",,,,,,,,,,,,,0,"T,,W,2400",,,58,",,W",36,",,W",76,",,W",0,"T,,W,2400",0,",,W,2400",40,"H,,S",,,49,",,W",32,",,W",,,,,260,",,W",300,",,W",,,,,,,,,18.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/25/2023,,,,,31,",,W",30.19,",,W",29.22,",,W",35,",,W",2.91,",,W",,,,,,,,,,,,,0.11,",,W,2400",,,74,",,W",50,",,W",92,",,W",0,"T,,W,2400",0,",,W,2400",38,"H,,S",,,50,",,W",30,",,W",,,,,300,",,W",290,",,W",,,,,,,,,12.1,",,W",14.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/26/2023,,,,,29,",,W",30.23,",,W",29.27,",,W",37,",,W",5.37,",,W",,,,,,,,,,,,,0,",,W,2400",,,58,",,W",40,",,W",79,",,W",0,",,W,2400",0,",,W,2400",42,"H,,S",,,53,",,W",31,",,W",,,,,10,",,W",20,",,W",,,,,,,,,13,",,W",17,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/27/2023,,,,,31,",,W",30.08,",,W",29.15,",,W",41,",,W",8.28,",,W",,,,,,,,,,,,,0,",,W,2400",,,52,",,W",28,",,W",82,",,W",0,",,W,2400",0,",,W,2400",47,"H,,S",,,63,",,W",32,",,W",,,,,150,",,W",140,",,W",,,,,,,,,17,",,W",23.9,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/28/2023,,,,,41,",,W",29.84,",,W",28.89,",,W",45,",,W",8.95,",,W",,,,,,,,,,,,,0.17,",,W,2400",,,77,",,W",58,",,W",92,",,W",0,",,W,2400",0,",,W,2400",48,"H,,S",,,52,",,W",41,",,W",,,,,20,",,W",20,",,W",,,,,,,,,17,",,W",23.9,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/29/2023,,,,,45,",,W",29.61,",,W",28.71,",,W",49,",,W",8.05,",,W",,,,,,,,,,,,,0.21,",,W,2400",,,77,",,W",46,",,W",93,",,W",0,",,W,2400",0,",,W,2400",54,"H,,S",,,66,",,W",41,",,W",,,,,250,",,W",250,",,W",,,,,,,,,36,",,W",46.1,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,4/30/2023,,,,,35,",,W",29.4,",,W",28.49,",,W",41,",,W",9.17,",,W",,,,,,,,,,,,,0,"T,,W,2400",,,67,",,W",43,",,W",93,",,W",0,",,W,2400",0,",,W,2400",46,"H,,S",,,54,",,W",40,",,W",,,,,260,",,W",270,",,W",,,,,,,,,21,",,W",27.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/1/2023,,,,,34,",,W",29.27,",,W",28.34,",,W",38,",,W",14.09,",,W",,,,,,,,,,,,,0.33,",,W,2400",,,78,",,W",59,",,W",89,",,W",0,",,W,2400",0,",,W,2400",42,"H,,S",,,48,",,W",36,",,W",,,,,270,",,W",270,",,W",,,,,,,,,25.9,",,W",36.9,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/2/2023,,,,,33,",,W",29.47,",,W",28.5,",,W",37,",,W",15.66,",,W",,,,,,,,,,,,,0.09,",,W,2400",,,77,",,W",62,",,W",86,",,W",0,",,W,2400",0,",,W,2400",40,"H,,S",,,44,",,W",37,",,W",,,,,280,",,W",280,",,W",,,,,,,,,28,",,W",40,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/3/2023,,,,,38,",,W",29.8,",,W",28.82,",,W",43,",,W",10.96,",,W",,,,,,,,,,,,,0.01,",,W,2400",,,72,",,W",53,",,W",89,",,W",0,",,W,2400",0,",,W,2400",45,"H,,S",,,57,",,W",39,",,W",,,,,330,",,W",320,",,W",,,,,,,,,21.9,",,W",30,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/4/2023,,,,,38,",,W",30.01,",,W",29.05,",,W",45,",,W",3.58,",,W",,,,,,,,,,,,,0,",,W,2400",,,64,",,W",43,",,W",93,",,W",0,",,W,2400",0,",,W,2400",50,"H,,S",,,64,",,W",36,",,W",,,,,330,",,W",20,",,W",,,,,,,,,8.9,",,W",14.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/5/2023,,,,,42,",,W",30.13,",,W",29.19,",,W",50,",,W",9.17,",,W",,,,,,,,,,,,,0,",,W,2400",,,53,",,W",35,",,W",76,",,W",0,",,W,2400",0,",,W,2400",57,"H,,S",,,73,",,W",42,",,W",,,,,140,",,W",140,",,W",,,,,,,,,16.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/6/2023,,,,,41,",,W",30.16,",,W",29.24,",,W",51,",,W",10.51,",,W",,,,,,,,,,,,,0,"T,,W,2400",,,50,",,W",40,",,W",66,",,W",0,",,W,2400",0,",,W,2400",60,"H,,S",,,69,",,W",49,",,W",,,,,120,",,W",150,",,W",,,,,,,,,14.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/7/2023,,,,,54,",,W",29.9,",,W",28.99,",,W",58,",,W",10.29,",,W",,,,,,,,,,,,,0.32,",,W,2400",,,74,",,W",56,",,W",90,",,W",0,",,W,2400",0,",,W,2400",64,"H,,S",,,79,",,W",53,",,W",,,,,220,",,W",280,",,W",,,,,,,,,14.1,",,W",17,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/8/2023,,,,,49,",,W",29.99,",,W",29.05,",,W",52,",,W",8.5,",,W",,,,,,,,,,,,,0.04,",,W,2400",,,75,",,W",59,",,W",89,",,W",0,",,W,2400",0,",,W,2400",58,"H,,S",,,65,",,W",50,",,W",,,,,60,",,W",100,",,W",,,,,,,,,15,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/9/2023,,,,,38,",,W",30.13,",,W",29.18,",,W",49,",,W",4.47,",,W",,,,,,,,,,,,,0,",,W,2400",,,49,",,W",25,",,W",83,",,W",0,",,W,2400",0,",,W,2400",59,"H,,S",,,72,",,W",45,",,W",,,,,30,",,W",30,",,W",,,,,,,,,10.1,",,W",10.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/10/2023,,,,,42,",,W",30.18,",,W",29.24,",,W",52,",,W",,,,,,,,,,,,,,,0,",,W,2400",,,45,",,W",27,",,W",72,",,W",0,",,W,2400",0,",,W,2400",63,"H,,S",,,79,",,W",47,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/11/2023,,,,,45,",,W",30.12,",,W",29.18,",,W",55,",,W",,,,,,,,,,,,,,,0,",,W,2400",,,48,",,W",22,",,W",83,",,W",0,",,W,2400",0,",,W,2400",67,"H,,S",,,82,",,W",49,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/12/2023,,,,,49,",,W",30.07,",,W",29.14,",,W",58,",,W",2.91,",,W",,,,,,,,,,,,,0,"T,,W,2400",,,49,",,W",28,",,W",72,",,W",0,",,W,2400",0,",,W,2400",70,"H,,S",,,82,",,W",56,",,W",,,,,190,",,W",200,",,W",,,,,,,,,12.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/13/2023,,,,,51,",,W",30.17,",,W",29.24,",,W",58,",,W",6.93,",,W",,,,,,,,,,,,,0.01,",,W,2400",,,59,",,W",46,",,W",76,",,W",0,",,W,2400",0,",,W,2400",68,"H,,S",,,74,",,W",56,",,W",,,,,30,",,W",40,",,W",,,,,,,,,15,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/14/2023,,,,,34,",,W",30.4,",,W",29.44,",,W",46,",,W",9.84,",,W",,,,,,,,,,,,,0,",,W,2400",,,42,",,W",28,",,W",55,",,W",0,",,W,2400",0,",,W,2400",60,"H,,S",,,67,",,W",48,",,W",,,,,30,",,W",50,",,W",,,,,,,,,21,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/15/2023,,,,,33,",,W",30.28,",,W",29.36,",,W",46,",,W",3.8,",,W",,,,,,,,,,,,,0,",,W,2400",,,41,",,W",20,",,W",76,",,W",0,",,W,2400",0,",,W,2400",56,"H,,S",,,74,",,W",38,",,W",,,,,290,",,W",290,",,W",,,,,,,,,10.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/16/2023,,,,,38,",,W",29.84,",,W",28.92,",,W",50,",,W",10.29,",,W",,,,,,,,,,,,,0,",,W,2400",,,45,",,W",28,",,W",71,",,W",0,",,W,2400",0,",,W,2400",62,"H,,S",,,79,",,W",44,",,W",,,,,270,",,W",290,",,W",,,,,,,,,21.9,",,W",30,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/17/2023,,,,,33,",,W",30.05,",,W",29.08,",,W",42,",,W",5.82,",,W",,,,,,,,,,,,,0,",,W,2400",,,55,",,W",33,",,W",79,",,W",0,",,W,2400",0,",,W,2400",52,"H,,S",,,60,",,W",41,",,W",,,,,50,",,W",50,",,W",,,,,,,,,14.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/18/2023,,,,,31,",,W",30.11,",,W",29.18,",,W",44,",,W",7.61,",,W",,,,,,,,,,,,,0,",,W,2400",,,43,",,W",25,",,W",70,",,W",0,",,W,2400",0,",,W,2400",52,"H,,S",,,68,",,W",40,",,W",,,,,140,",,W",150,",,W",,,,,,,,,14.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/19/2023,,,,,47,",,W",29.96,",,W",29.02,",,W",54,",,W",8.5,",,W",,,,,,,,,,,,,0.16,",,W,2400",,,65,",,W",44,",,W",90,",,W",0,",,W,2400",0,",,W,2400",60,"H,,S",,,73,",,W",48,",,W",,,,,220,",,W",220,",,W",,,,,,,,,17,",,W",23.9,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/20/2023,,,,,43,",,W",30.05,",,W",29.11,",,W",49,",,W",9.4,",,W",,,,,,,,,,,,,0,",,W,2400",,,68,",,W",46,",,W",86,",,W",0,",,W,2400",0,",,W,2400",55,"H,,S",,,65,",,W",46,",,W",,,,,300,",,W",300,",,W",,,,,,,,,18.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/21/2023,,,,,43,",,W",30.11,",,W",29.17,",,W",52,",,W",4.7,",,W",,,,,,,,,,,,,0,",,W,2400",,,51,",,W",28,",,W",80,",,W",0,",,W,2400",0,",,W,2400",61,"H,,S",,,77,",,W",45,",,W",,,,,270,",,W",260,",,W",,,,,,,,,15,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/22/2023,,,,,47,",,W",30.16,",,W",29.22,",,W",54,",,W",3.36,",,W",,,,,,,,,,,,,0,",,W,2400",,,57,",,W",34,",,W",89,",,W",0,",,W,2400",0,",,W,2400",63,"H,,S",,,78,",,W",47,",,W",,,,,150,",,W",140,",,W",,,,,,,,,10.1,",,W",14.1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/23/2023,,,,,48,",,W",30.15,",,W",29.21,",,W",56,",,W",2.46,",,W",,,,,,,,,,,,,0,",,W,2400",,,55,",,W",31,",,W",80,",,W",0,",,W,2400",0,",,W,2400",67,"H,,S",,,81,",,W",50,",,W",,,,,330,",,W",330,",,W",,,,,,,,,10.1,",,W",13,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/24/2023,,,,,41,",,W",30.22,",,W",29.26,",,W",49,",,W",11.18,",,W",,,,,,,,,,,,,0,",,W,2400",,,58,",,W",30,",,W",89,",,W",0,",,W,2400",0,",,W,2400",60,"H,,S",,,64,",,W",43,",,W",,,,,60,",,W",20,",,W",,,,,,,,,25.1,",,W",35.1,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/25/2023,,,,,31,",,W",30.34,",,W",29.38,",,W",43,",,W",10.07,",,W",,,,,,,,,,,,,0,",,W,2400",,,48,",,W",29,",,W",70,",,W",0,",,W,2400",0,",,W,2400",51,"H,,S",,,67,",,W",38,",,W",,,,,30,",,W",50,",,W",,,,,,,,,16.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/26/2023,,,,,33,",,W",30.35,",,W",29.4,",,W",46,",,W",4.25,",,W",,,,,,,,,,,,,0,",,W,2400",,,42,",,W",24,",,W",73,",,W",0,",,W,2400",0,",,W,2400",55,"H,,S",,,74,",,W",37,",,W",,,,,40,",,W",60,",,W",,,,,,,,,14.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/27/2023,,,,,38,",,W",30.3,",,W",29.36,",,W",50,",,W",2.68,",,W",,,,,,,,,,,,,0,",,W,2400",,,44,",,W",22,",,W",79,",,W",0,",,W,2400",0,",,W,2400",62,"H,,S",,,80,",,W",41,",,W",,,,,80,",,W",80,",,W",,,,,,,,,12.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/28/2023,,,,,43,",,W",30.14,",,W",29.21,",,W",54,",,W",3.13,",,W",,,,,,,,,,,,,0,",,W,2400",,,47,",,W",21,",,W",80,",,W",0,",,W,2400",0,",,W,2400",66,"H,,S",,,81,",,W",49,",,W",,,,,40,",,W",40,",,W",,,,,,,,,13,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/29/2023,,,,,46,",,W",30.03,",,W",29.1,",,W",57,",,W",4.03,",,W",,,,,,,,,,,,,0,",,W,2400",,,44,",,W",25,",,W",77,",,W",0,",,W,2400",0,",,W,2400",69,"H,,S",,,87,",,W",50,",,W",,,,,80,",,W",90,",,W",,,,,,,,,12.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/30/2023,,,,,51,",,W",30.01,",,W",29.08,",,W",61,",,W",4.7,",,W",,,,,,,,,,,,,0,",,W,2400",,,45,",,W",28,",,W",75,",,W",0,",,W,2400",0,",,W,2400",74,"H,,S",,,90,",,W",55,",,W",,,,,130,",,W",150,",,W",,,,,,,,,13,",,W",19,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,5/31/2023,,,,,54,",,W",30.05,",,W",29.13,",,W",64,",,W",8.28,",,W",,,,,,,,,,,,,0,",,W,2400",,,44,",,W",28,",,W",68,",,W",0,",,W,2400",0,",,W,2400",79,"H,,S",,,89,",,W",66,",,W",,,,,140,",,W",130,",,W",,,,,,,,,16.1,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,6/1/2023,,,,,52,",,W",30.08,",,W",29.16,",,W",62,",,W",5.82,",,W",,,,,,,,,,,,,0,",,W,2400",,,43,",,W",25,",,W",57,",,W",0,",,W,2400",0,",,W,2400",78,"H,,S",,,90,",,W",66,",,W",,,,,150,",,W",140,",,W",,,,,,,,,16.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,6/2/2023,,,,,51,",,W",30.06,",,W",29.14,",,W",62,",,W",5.37,",,W",,,,,,,,,,,,,0,",,W,2400",,,44,",,W",24,",,W",72,",,W",0,",,W,2400",0,",,W,2400",76,"H,,S",,,91,",,W",58,",,W",,,,,70,",,W",10,",,W",,,,,,,,,15,",,W",21,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,6/3/2023,,,,,55,",,W",30.03,",,W",29.11,",,W",63,",,W",6.71,",,W",,,,,,,,,,,,,0,",,W,2400",,,53,",,W",29,",,W",75,",,W",0,",,W,2400",0,",,W,2400",76,"H,,S",,,90,",,W",59,",,W",,,,,30,",,W",50,",,W",,,,,,,,,21,",,W",30,",,W",,,,,,,,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",42.77609,-84.59972,261.2,6/4/2023,,,,,39,",,W",30.09,",,W",29.16,",,W",53,",,W",7.61,",,W",,,,,,,,,,,,,0,",,W,2400",,,38,",,W",18,",,W",84,",,W",0,",,W,2400",0,",,W,2400",69,"H,,S",,,81,",,W",52,",,W",,,,,60,",,W",60,",,W",,,,,,,,,14.1,",,W",21.9,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
